sample_id,source_id,split,class,augmentation_type,text,json_name,target_preview
930,225,train,communicative_gesture,hold_long,"Укажи сначала на себя, потом вперёд. В конце удержи финальную позу несколько секунд.",quality_00930_src_225_hold_long.json,"[{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-24.0},{""name"":""right_shoulder_roll_joint"",""angle"":-6.0},{""name"":""right_shoulder_yaw_joint"",""angle"":52.0},{""name"":""right_elbow_joint"",""angle"":-18.0},{""name"":""right_wrist_pitch_joint"",""angle"":-24.0},{""name"":""right_wrist_roll_joint"",""angle"":32.0},{""name"":""right_wrist_yaw_joint"",""angle"":28.0},{""name"":""R_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""R_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""R_thumb_intermediate_joint"",""angle"":45.8},{""name"":""R_thumb_distal_joint"",""angle"":68.8},{""name"":""R_index_proximal_joint"",""angle"":0.0},{""name"":""R_index_intermediate_joint"",""angle"":0.0},{""name"":""R_middle_proximal_joint"",""angle"":97.4},{""name"":""R_middle_intermediate_joint"",""angle"":97.4},{""name"":""R_ring_proximal_joint"",""angle"":97.4},{""name"":""R_ring_intermediate_joint"",""angle"":97.4},{""name"":""R_pinky_proximal_joint"",""angle"":97.4},{""name"":""R_pinky_intermediate_joint"",""angle"":97.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":52.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-54.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""right_wrist_pitch_joint"",""angle"":"
931,225,train,communicative_gesture,intensity_small,"Выполни с меньшей амплитудой: укажи сначала на себя, потом вперёд",quality_00931_src_225_intensity_small.json,"[{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-20.64},{""name"":""right_shoulder_roll_joint"",""angle"":-5.16},{""name"":""right_shoulder_yaw_joint"",""angle"":44.72},{""name"":""right_elbow_joint"",""angle"":-18.0},{""name"":""right_wrist_pitch_joint"",""angle"":-20.64},{""name"":""right_wrist_roll_joint"",""angle"":27.52},{""name"":""right_wrist_yaw_joint"",""angle"":24.08},{""name"":""R_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""R_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""R_thumb_intermediate_joint"",""angle"":45.8},{""name"":""R_thumb_distal_joint"",""angle"":68.8},{""name"":""R_index_proximal_joint"",""angle"":0.0},{""name"":""R_index_intermediate_joint"",""angle"":0.0},{""name"":""R_middle_proximal_joint"",""angle"":97.4},{""name"":""R_middle_intermediate_joint"",""angle"":97.4},{""name"":""R_ring_proximal_joint"",""angle"":97.4},{""name"":""R_ring_intermediate_joint"",""angle"":97.4},{""name"":""R_pinky_proximal_joint"",""angle"":97.4},{""name"":""R_pinky_intermediate_joint"",""angle"":97.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":52.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-46.44},{""name"":""right_shoulder_roll_joint"",""angle"":-6.88},{""name"":""right_shoulder_yaw_joint"",""angle"":-3.44},{""name"":""right_wrist_pitch_joint"""
932,225,train,communicative_gesture,intensity_large,"Выполни шире и выразительнее: укажи сначала на себя, потом вперёд",quality_00932_src_225_intensity_large.json,"[{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-25.44},{""name"":""right_shoulder_roll_joint"",""angle"":-6.36},{""name"":""right_shoulder_yaw_joint"",""angle"":55.12},{""name"":""right_elbow_joint"",""angle"":-18.0},{""name"":""right_wrist_pitch_joint"",""angle"":-25.44},{""name"":""right_wrist_roll_joint"",""angle"":33.92},{""name"":""right_wrist_yaw_joint"",""angle"":29.68},{""name"":""R_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""R_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""R_thumb_intermediate_joint"",""angle"":45.8},{""name"":""R_thumb_distal_joint"",""angle"":68.8},{""name"":""R_index_proximal_joint"",""angle"":0.0},{""name"":""R_index_intermediate_joint"",""angle"":0.0},{""name"":""R_middle_proximal_joint"",""angle"":97.4},{""name"":""R_middle_intermediate_joint"",""angle"":97.4},{""name"":""R_ring_proximal_joint"",""angle"":97.4},{""name"":""R_ring_intermediate_joint"",""angle"":97.4},{""name"":""R_pinky_proximal_joint"",""angle"":97.4},{""name"":""R_pinky_intermediate_joint"",""angle"":97.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":52.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-57.24},{""name"":""right_shoulder_roll_joint"",""angle"":-8.48},{""name"":""right_shoulder_yaw_joint"",""angle"":-4.24},{""name"":""right_wrist_pitch_joint"""
933,227,val,communicative_gesture,original,"Сделай жест “давай, вперёд” рукой",quality_00933_src_227_original.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75}]"
934,227,val,communicative_gesture,tempo_fast,"Выполни быстрее: сделай жест “давай, вперёд” рукой",quality_00934_src_227_tempo_fast.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75}]"
935,227,val,communicative_gesture,tempo_slow,"Выполни медленнее и плавнее: сделай жест “давай, вперёд” рукой",quality_00935_src_227_tempo_slow.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.87},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.87},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.87},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.87},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.87},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.87}]"
936,227,val,communicative_gesture,hold_short,"Сделай жест “давай, вперёд” рукой. В конце коротко удержи позу.",quality_00936_src_227_hold_short.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75},{""frame"":[],""duration"":1.0}]"
937,227,val,communicative_gesture,hold_long,"Сделай жест “давай, вперёд” рукой. В конце удержи финальную позу несколько секунд.",quality_00937_src_227_hold_long.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75},{""frame"":[],""duration"":3.0}]"
938,227,val,communicative_gesture,intensity_small,"Выполни с меньшей амплитудой: сделай жест “давай, вперёд” рукой",quality_00938_src_227_intensity_small.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-70.52},{""name"":""right_shoulder_roll_joint"",""angle"":-14.53},{""name"":""right_shoulder_yaw_joint"",""angle"":-13.76},{""name"":""right_wrist_pitch_joint"",""angle"":-2.49},{""name"":""right_wrist_roll_joint"",""angle"":-51.69},{""name"":""right_wrist_yaw_joint"",""angle"":-44.2}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-15.39},{""name"":""right_wrist_pitch_joint"",""angle"":2.67},{""name"":""right_wrist_yaw_joint"",""angle"":6.45}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-12.9},{""name"":""right_wrist_yaw_joint"",""angle"":-69.06}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-70.69},{""name"":""right_wrist_yaw_joint"",""angle"":9.72}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-68.54},{""name"":""right_shoulder_roll_joint"",""angle"":-12.73},{""name"":""right_wrist_yaw_joint"",""angle"":-76.63}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":1.98}],""duration"":0.75}]"
939,227,val,communicative_gesture,intensity_large,"Выполни шире и выразительнее: сделай жест “давай, вперёд” рукой",quality_00939_src_227_intensity_large.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-91.84},{""name"":""right_shoulder_roll_joint"",""angle"":-18.93},{""name"":""right_shoulder_yaw_joint"",""angle"":-17.92},{""name"":""right_wrist_pitch_joint"",""angle"":-3.25},{""name"":""right_wrist_roll_joint"",""angle"":-67.31},{""name"":""right_wrist_yaw_joint"",""angle"":-57.57}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-20.05},{""name"":""right_wrist_pitch_joint"",""angle"":3.47},{""name"":""right_wrist_yaw_joint"",""angle"":8.4}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-16.8},{""name"":""right_wrist_yaw_joint"",""angle"":-80.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-92.06},{""name"":""right_wrist_yaw_joint"",""angle"":12.66}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-89.26},{""name"":""right_shoulder_roll_joint"",""angle"":-16.58},{""name"":""right_wrist_yaw_joint"",""angle"":-80.0}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.58}],""duration"":0.75}]"
940,227,val,communicative_gesture,repeat_2x,"Повтори это движение два раза: сделай жест “давай, вперёд” рукой",quality_00940_src_227_repeat_2x.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""repeat"":[{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75}],""times"":2}]"
941,227,val,communicative_gesture,repeat_3x,"Повтори это движение три раза: сделай жест “давай, вперёд” рукой",quality_00941_src_227_repeat_3x.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""repeat"":[{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75}],""times"":3}]"
942,227,val,communicative_gesture,repeat_fast_3x,"Быстро повтори это движение три раза: сделай жест “давай, вперёд” рукой",quality_00942_src_227_repeat_fast_3x.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":60.2},{""name"":""right_shoulder_pitch_joint"",""angle"":-82.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.9},{""name"":""right_shoulder_yaw_joint"",""angle"":-16.0},{""name"":""right_wrist_pitch_joint"",""angle"":-2.9},{""name"":""right_wrist_roll_joint"",""angle"":-60.1},{""name"":""right_wrist_yaw_joint"",""angle"":-51.4}],""duration"":0.75},{""repeat"":[{""frame"":[{""name"":""right_elbow_joint"",""angle"":56.0},{""name"":""right_shoulder_roll_joint"",""angle"":-17.9},{""name"":""right_wrist_pitch_joint"",""angle"":3.1},{""name"":""right_wrist_yaw_joint"",""angle"":7.5}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":54.9},{""name"":""right_shoulder_roll_joint"",""angle"":-15.0},{""name"":""right_wrist_yaw_joint"",""angle"":-80.3}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-82.2},{""name"":""right_wrist_yaw_joint"",""angle"":11.3}],""duration"":0.75},{""frame"":[{""name"":""right_elbow_joint"",""angle"":51.1},{""name"":""right_shoulder_pitch_joint"",""angle"":-79.7},{""name"":""right_shoulder_roll_joint"",""angle"":-14.8},{""name"":""right_wrist_yaw_joint"",""angle"":-89.1}],""duration"":0.75},{""frame"":[{""name"":""right_wrist_yaw_joint"",""angle"":2.3}],""duration"":0.75}],""times"":3}]"
943,246,train,communicative_gesture,original,помаши правой рукой в знак приветствия,quality_00943_src_246_original.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":-26.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-43.0},{""name"":""right_shoulder_roll_joint"",""angle"":-12.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-34.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_roll_joint"",""angle"":-58.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-45.0},{""name"":""right_shoulder_roll_joint"",""angle"":-13.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-36.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""fram"
944,246,train,communicative_gesture,tempo_fast,Выполни быстрее: помаши правой рукой в знак приветствия,quality_00944_src_246_tempo_fast.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":-26.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-43.0},{""name"":""right_shoulder_roll_joint"",""angle"":-12.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-34.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_roll_joint"",""angle"":-58.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-45.0},{""name"":""right_shoulder_roll_joint"",""angle"":-13.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-36.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""fram"
945,246,train,communicative_gesture,tempo_slow,Выполни медленнее и плавнее: помаши правой рукой в знак приветствия,quality_00945_src_246_tempo_slow.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":-26.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-43.0},{""name"":""right_shoulder_roll_joint"",""angle"":-12.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-34.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_roll_joint"",""angle"":-58.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.797},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-45.0},{""name"":""right_shoulder_roll_joint"",""angle"":-13.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-36.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""fra"
946,246,train,communicative_gesture,hold_short,помаши правой рукой в знак приветствия. В конце коротко удержи позу.,quality_00946_src_246_hold_short.json,"[{""frame"":[{""name"":""right_elbow_joint"",""angle"":-26.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-43.0},{""name"":""right_shoulder_roll_joint"",""angle"":-12.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-34.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_roll_joint"",""angle"":-58.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-45.0},{""name"":""right_shoulder_roll_joint"",""angle"":-13.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-36.0},{""name"":""right_wrist_pitch_joint"",""angle"":-22.0},{""name"":""right_wrist_yaw_joint"",""angle"":-20.0}],""duration"":0.75},{""frame"":[{""name"":""right_shoulder_pitch_joint"",""angle"":-48.0},{""name"":""right_shoulder_roll_joint"",""angle"":-2.0},{""name"":""right_shoulder_yaw_joint"",""angle"":-6.0},{""name"":""right_wrist_pitch_joint"",""angle"":-8.0},{""name"":""right_wrist_yaw_joint"",""angle"":-12.0}],""duration"":0.75},{""fram"
